Country or Area,Element Code,Element,Year,Unit,Value,Value Footnotes
Ecuador,31,Area Harvested,1978,Ha,0,NR
Ecuador,31,Area Harvested,1977,Ha,0,NR
Ecuador,31,Area Harvested,1976,Ha,0,NR
Ecuador,31,Area Harvested,1975,Ha,0,NR
Ecuador,31,Area Harvested,1974,Ha,0,NR
Ecuador,31,Area Harvested,1973,Ha,0,NR
Ecuador,31,Area Harvested,1972,Ha,0,NR
Ecuador,31,Area Harvested,1971,Ha,0,NR
Ecuador,31,Area Harvested,1970,Ha,0,NR
Ecuador,31,Area Harvested,1969,Ha,0,NR
Ecuador,31,Area Harvested,1968,Ha,0,NR
Ecuador,31,Area Harvested,1967,Ha,0,NR
Ecuador,31,Area Harvested,1966,Ha,0,NR
Ecuador,31,Area Harvested,1965,Ha,0,NR
Ecuador,31,Area Harvested,1964,Ha,0,NR
Ecuador,31,Area Harvested,1963,Ha,0,NR
Ecuador,31,Area Harvested,1962,Ha,0,NR
Ecuador,31,Area Harvested,1961,Ha,0,NR
Ecuador,41,Yield,2007,Hg/Ha,38888,Fc
Ecuador,41,Yield,2006,Hg/Ha,41250,Fc
Ecuador,41,Yield,2005,Hg/Ha,41025,Fc
Ecuador,41,Yield,2004,Hg/Ha,40000,Fc
Ecuador,41,Yield,2003,Hg/Ha,42142,Fc
Ecuador,41,Yield,2002,Hg/Ha,43382,Fc
Ecuador,41,Yield,2001,Hg/Ha,44615,Fc
Ecuador,41,Yield,2000,Hg/Ha,46666,Fc
Ecuador,41,Yield,1999,Hg/Ha,46666,Fc
Ecuador,41,Yield,1998,Hg/Ha,46666,Fc
Ecuador,41,Yield,1997,Hg/Ha,46153,Fc
Ecuador,41,Yield,1996,Hg/Ha,47619,Fc
Ecuador,41,Yield,1995,Hg/Ha,47619,Fc
Ecuador,41,Yield,1994,Hg/Ha,47619,Fc
Ecuador,41,Yield,1993,Hg/Ha,47619,Fc
Ecuador,41,Yield,1992,Hg/Ha,47619,Fc
Ecuador,41,Yield,1991,Hg/Ha,47619,Fc
Ecuador,41,Yield,1990,Hg/Ha,47619,Fc
Ecuador,41,Yield,1989,Hg/Ha,47619,Fc
Ecuador,41,Yield,1988,Hg/Ha,47619,Fc
Ecuador,41,Yield,1987,Hg/Ha,47619,Fc
Ecuador,41,Yield,1986,Hg/Ha,47619,Fc
Ecuador,41,Yield,1985,Hg/Ha,47619,Fc
Ecuador,41,Yield,1984,Hg/Ha,0,NR
Ecuador,41,Yield,1983,Hg/Ha,0,NR
Ecuador,41,Yield,1982,Hg/Ha,0,NR
Ecuador,41,Yield,1981,Hg/Ha,0,NR
Ecuador,41,Yield,1980,Hg/Ha,0,NR
Ecuador,41,Yield,1979,Hg/Ha,0,NR
Ecuador,41,Yield,1978,Hg/Ha,0,NR
Ecuador,41,Yield,1977,Hg/Ha,0,NR
Ecuador,41,Yield,1976,Hg/Ha,0,NR
Ecuador,41,Yield,1975,Hg/Ha,0,NR
Ecuador,41,Yield,1974,Hg/Ha,0,NR
Ecuador,41,Yield,1973,Hg/Ha,0,NR
Ecuador,41,Yield,1972,Hg/Ha,0,NR
Ecuador,41,Yield,1971,Hg/Ha,0,NR
Ecuador,41,Yield,1970,Hg/Ha,0,NR
Ecuador,41,Yield,1969,Hg/Ha,0,NR
Ecuador,41,Yield,1968,Hg/Ha,0,NR
Ecuador,41,Yield,1967,Hg/Ha,0,NR
Ecuador,41,Yield,1966,Hg/Ha,0,NR
Ecuador,41,Yield,1965,Hg/Ha,0,NR
Ecuador,41,Yield,1964,Hg/Ha,0,NR
Ecuador,41,Yield,1963,Hg/Ha,0,NR
Ecuador,41,Yield,1962,Hg/Ha,0,NR
Ecuador,41,Yield,1961,Hg/Ha,0,NR
Ecuador,51,Production Quantity,2007,tonnes,350,F 
Ecuador,51,Production Quantity,2006,tonnes,330,F 
Ecuador,51,Production Quantity,2005,tonnes,320,F 
Ecuador,51,Production Quantity,2004,tonnes,300,F 
Ecuador,51,Production Quantity,2003,tonnes,295,F 
Ecuador,51,Production Quantity,2002,tonnes,295,F 
Ecuador,51,Production Quantity,2001,tonnes,290,F 
Ecuador,51,Production Quantity,2000,tonnes,280,F 
Ecuador,51,Production Quantity,1999,tonnes,280,F 
Ecuador,51,Production Quantity,1998,tonnes,280,F 
Ecuador,51,Production Quantity,1997,tonnes,300,F 
Ecuador,51,Production Quantity,1996,tonnes,300,F 
Ecuador,51,Production Quantity,1995,tonnes,300,F 
Ecuador,51,Production Quantity,1994,tonnes,300,F 
Ecuador,51,Production Quantity,1993,tonnes,300,F 
Ecuador,51,Production Quantity,1992,tonnes,300,F 
Ecuador,51,Production Quantity,1991,tonnes,300,F 
Ecuador,51,Production Quantity,1990,tonnes,300,F 
Ecuador,51,Production Quantity,1989,tonnes,300,F 
Ecuador,51,Production Quantity,1988,tonnes,300,F 
Ecuador,51,Production Quantity,1987,tonnes,300,F 
Ecuador,51,Production Quantity,1986,tonnes,300,F 
Ecuador,51,Production Quantity,1985,tonnes,300,F 
Ecuador,51,Production Quantity,1984,tonnes,300,F 
Ecuador,51,Production Quantity,1983,tonnes,300,F 
Ecuador,51,Production Quantity,1982,tonnes,300,F 
Ecuador,51,Production Quantity,1981,tonnes,300,F 
Ecuador,51,Production Quantity,1980,tonnes,300,F 
Ecuador,51,Production Quantity,1979,tonnes,300,F 
Ecuador,51,Production Quantity,1978,tonnes,300,F 
Ecuador,51,Production Quantity,1977,tonnes,300,F 
Ecuador,51,Production Quantity,1976,tonnes,300,F 
Ecuador,51,Production Quantity,1975,tonnes,300,F 
Ecuador,51,Production Quantity,1974,tonnes,300,F 
Ecuador,51,Production Quantity,1973,tonnes,300,F 
Ecuador,51,Production Quantity,1972,tonnes,300,F 
Ecuador,51,Production Quantity,1971,tonnes,300,F 
Ecuador,51,Production Quantity,1970,tonnes,300,F 
Ecuador,51,Production Quantity,1969,tonnes,300,F 
Ecuador,51,Production Quantity,1968,tonnes,305,
Ecuador,51,Production Quantity,1967,tonnes,300,F 
Ecuador,51,Production Quantity,1966,tonnes,300,F 
Ecuador,51,Production Quantity,1965,tonnes,197,
Ecuador,51,Production Quantity,1964,tonnes,243,
Ecuador,51,Production Quantity,1963,tonnes,200,
Ecuador,51,Production Quantity,1962,tonnes,191,
Ecuador,51,Production Quantity,1961,tonnes,368,
Egypt,31,Area Harvested,2007,Ha,7200,F 
Egypt,31,Area Harvested,2006,Ha,7700,F 
Egypt,31,Area Harvested,2005,Ha,7500,F 
Egypt,31,Area Harvested,2004,Ha,7484,
Egypt,31,Area Harvested,2003,Ha,6747,
Egypt,31,Area Harvested,2002,Ha,6218,
Egypt,31,Area Harvested,2001,Ha,5138,
Egypt,31,Area Harvested,2000,Ha,4960,
Egypt,31,Area Harvested,1999,Ha,3350,
Egypt,31,Area Harvested,1998,Ha,3199,
Egypt,31,Area Harvested,1997,Ha,3080,
Egypt,31,Area Harvested,1996,Ha,3067,
Egypt,31,Area Harvested,1995,Ha,2956,
Egypt,31,Area Harvested,1994,Ha,3000,F 
Egypt,31,Area Harvested,1993,Ha,3000,F 
Egypt,31,Area Harvested,1992,Ha,2923,
Egypt,31,Area Harvested,1991,Ha,2670,
Egypt,31,Area Harvested,1990,Ha,2662,
Egypt,31,Area Harvested,1989,Ha,2520,
Egypt,31,Area Harvested,1988,Ha,2520,
Egypt,31,Area Harvested,1987,Ha,2940,
Egypt,31,Area Harvested,1986,Ha,2940,
Egypt,31,Area Harvested,1985,Ha,2100,
Egypt,31,Area Harvested,1984,Ha,2100,
Egypt,31,Area Harvested,1983,Ha,2200,
Egypt,31,Area Harvested,1982,Ha,2100,
Egypt,31,Area Harvested,1981,Ha,2000,
Egypt,31,Area Harvested,1980,Ha,2017,
Egypt,31,Area Harvested,1979,Ha,2050,
Egypt,31,Area Harvested,1978,Ha,2098,
Egypt,31,Area Harvested,1977,Ha,2011,
Egypt,31,Area Harvested,1976,Ha,1993,
Egypt,31,Area Harvested,1975,Ha,2100,
Egypt,31,Area Harvested,1974,Ha,2100,
Egypt,31,Area Harvested,1973,Ha,1680,
Egypt,31,Area Harvested,1972,Ha,1680,
Egypt,31,Area Harvested,1971,Ha,1680,
Egypt,31,Area Harvested,1970,Ha,1680,
Egypt,31,Area Harvested,1969,Ha,1260,
Egypt,31,Area Harvested,1968,Ha,1260,
Egypt,31,Area Harvested,1967,Ha,1260,
Egypt,31,Area Harvested,1966,Ha,1250,
Egypt,31,Area Harvested,1965,Ha,1016,
Egypt,31,Area Harvested,1964,Ha,979,
Egypt,31,Area Harvested,1963,Ha,865,
Egypt,31,Area Harvested,1962,Ha,855,
Egypt,31,Area Harvested,1961,Ha,932,
Egypt,41,Yield,2007,Hg/Ha,109027,Fc
Egypt,41,Yield,2006,Hg/Ha,96103,Fc
Egypt,41,Yield,2005,Hg/Ha,97333,Fc
Egypt,41,Yield,2004,Hg/Ha,96904,Fc
Egypt,41,Yield,2003,Hg/Ha,104378,Fc
Egypt,41,Yield,2002,Hg/Ha,165760,Fc
Egypt,41,Yield,2001,Hg/Ha,138557,Fc
Egypt,41,Yield,2000,Hg/Ha,126235,Fc
Egypt,41,Yield,1999,Hg/Ha,128483,Fc
Egypt,41,Yield,1998,Hg/Ha,141012,Fc
Egypt,41,Yield,1997,Hg/Ha,131987,Fc
Egypt,41,Yield,1996,Hg/Ha,165017,Fc
Egypt,41,Yield,1995,Hg/Ha,182503,Fc
Egypt,41,Yield,1994,Hg/Ha,143333,Fc
Egypt,41,Yield,1993,Hg/Ha,150000,Fc
Egypt,41,Yield,1992,Hg/Ha,153380,Fc
Egypt,41,Yield,1991,Hg/Ha,92865,Fc
Egypt,41,Yield,1990,Hg/Ha,142749,Fc
Egypt,41,Yield,1989,Hg/Ha,166666,Fc
Egypt,41,Yield,1988,Hg/Ha,130952,Fc
Egypt,41,Yield,1987,Hg/Ha,98639,Fc
Egypt,41,Yield,1986,Hg/Ha,71428,Fc
Egypt,41,Yield,1985,Hg/Ha,109523,Fc
Egypt,41,Yield,1984,Hg/Ha,114285,Fc
Egypt,41,Yield,1983,Hg/Ha,113636,Fc
Egypt,41,Yield,1982,Hg/Ha,109523,Fc
Egypt,41,Yield,1981,Hg/Ha,113840,Fc
Egypt,41,Yield,1980,Hg/Ha,86613,Fc
Egypt,41,Yield,1979,Hg/Ha,72321,Fc
Egypt,41,Yield,1978,Hg/Ha,89165,Fc
Egypt,41,Yield,1977,Hg/Ha,44405,Fc
Egypt,41,Yield,1976,Hg/Ha,58128,Fc
Egypt,41,Yield,1975,Hg/Ha,65714,Fc
Egypt,41,Yield,1974,Hg/Ha,73809,Fc
Egypt,41,Yield,1973,Hg/Ha,77380,Fc
Egypt,41,Yield,1972,Hg/Ha,71428,Fc
Egypt,41,Yield,1971,Hg/Ha,65476,Fc
Egypt,41,Yield,1970,Hg/Ha,65476,Fc
Egypt,41,Yield,1969,Hg/Ha,87301,Fc
Egypt,41,Yield,1968,Hg/Ha,71428,Fc
Egypt,41,Yield,1967,Hg/Ha,111111,Fc
Egypt,41,Yield,1966,Hg/Ha,80272,Fc
Egypt,41,Yield,1965,Hg/Ha,58464,Fc
Egypt,41,Yield,1964,Hg/Ha,69346,Fc
Egypt,41,Yield,1963,Hg/Ha,89341,Fc
Egypt,41,Yield,1962,Hg/Ha,95637,Fc
Egypt,41,Yield,1961,Hg/Ha,59796,Fc
Egypt,51,Production Quantity,2007,tonnes,78500,F 
Egypt,51,Production Quantity,2006,tonnes,74000,F 
Egypt,51,Production Quantity,2005,tonnes,73000,F 
Egypt,51,Production Quantity,2004,tonnes,72523,
Egypt,51,Production Quantity,2003,tonnes,70424,
Egypt,51,Production Quantity,2002,tonnes,103070,
Egypt,51,Production Quantity,2001,tonnes,71191,
Egypt,51,Production Quantity,2000,tonnes,62613,
Egypt,51,Production Quantity,1999,tonnes,43042,
Egypt,51,Production Quantity,1998,tonnes,45110,
Egypt,51,Production Quantity,1997,tonnes,40652,
Egypt,51,Production Quantity,1996,tonnes,50611,
Egypt,51,Production Quantity,1995,tonnes,53948,
Egypt,51,Production Quantity,1994,tonnes,43000,F 
Egypt,51,Production Quantity,1993,tonnes,45000,F 
Egypt,51,Production Quantity,1992,tonnes,44833,
Egypt,51,Production Quantity,1991,tonnes,24795,
Egypt,51,Production Quantity,1990,tonnes,38000,
Egypt,51,Production Quantity,1989,tonnes,42000,
Egypt,51,Production Quantity,1988,tonnes,33000,
Egypt,51,Production Quantity,1987,tonnes,29000,
Egypt,51,Production Quantity,1986,tonnes,21000,
Egypt,51,Production Quantity,1985,tonnes,23000,
Egypt,51,Production Quantity,1984,tonnes,24000,
Egypt,51,Production Quantity,1983,tonnes,25000,
Egypt,51,Production Quantity,1982,tonnes,23000,
Egypt,51,Production Quantity,1981,tonnes,22768,
Egypt,51,Production Quantity,1980,tonnes,17470,
Egypt,51,Production Quantity,1979,tonnes,14826,
Egypt,51,Production Quantity,1978,tonnes,18707,
Egypt,51,Production Quantity,1977,tonnes,8930,
Egypt,51,Production Quantity,1976,tonnes,11585,
Egypt,51,Production Quantity,1975,tonnes,13800,
Egypt,51,Production Quantity,1974,tonnes,15500,
Egypt,51,Production Quantity,1973,tonnes,13000,
Egypt,51,Production Quantity,1972,tonnes,12000,
Egypt,51,Production Quantity,1971,tonnes,11000,
Egypt,51,Production Quantity,1970,tonnes,11000,
Egypt,51,Production Quantity,1969,tonnes,11000,
Egypt,51,Production Quantity,1968,tonnes,9000,
Egypt,51,Production Quantity,1967,tonnes,14000,
Egypt,51,Production Quantity,1966,tonnes,10034,
Egypt,51,Production Quantity,1965,tonnes,5940,
Egypt,51,Production Quantity,1964,tonnes,6789,
Egypt,51,Production Quantity,1963,tonnes,7728,
Egypt,51,Production Quantity,1962,tonnes,8177,
Egypt,51,Production Quantity,1961,tonnes,5573,
France,31,Area Harvested,2007,Ha,14207,
France,31,Area Harvested,2006,Ha,14037,
France,31,Area Harvested,2005,Ha,13936,
France,31,Area Harvested,2004,Ha,15257,
France,31,Area Harvested,2003,Ha,15402,
France,31,Area Harvested,2002,Ha,14815,
France,31,Area Harvested,2001,Ha,15742,
France,31,Area Harvested,2000,Ha,15894,
France,31,Area Harvested,1999,Ha,15881,
France,31,Area Harvested,1998,Ha,15977,
France,31,Area Harvested,1997,Ha,16057,
France,31,Area Harvested,1996,Ha,16004,
France,31,Area Harvested,1995,Ha,15569,
France,31,Area Harvested,1994,Ha,14793,
France,31,Area Harvested,1993,Ha,14448,
France,31,Area Harvested,1992,Ha,14161,
France,31,Area Harvested,1991,Ha,14096,
France,31,Area Harvested,1990,Ha,13759,
France,31,Area Harvested,1989,Ha,13500,
France,31,Area Harvested,1988,Ha,13292,
France,31,Area Harvested,1987,Ha,13359,
France,31,Area Harvested,1986,Ha,12871,
France,31,Area Harvested,1985,Ha,12692,
France,31,Area Harvested,1984,Ha,12596,
France,31,Area Harvested,1983,Ha,12500,F 
France,31,Area Harvested,1982,Ha,12500,F 
France,31,Area Harvested,1981,Ha,12471,
France,31,Area Harvested,1980,Ha,13000,F 
France,31,Area Harvested,1979,Ha,13200,F 
France,31,Area Harvested,1978,Ha,13509,
France,31,Area Harvested,1977,Ha,13238,
France,31,Area Harvested,1976,Ha,13150,
France,31,Area Harvested,1975,Ha,13284,
France,31,Area Harvested,1974,Ha,13500,
France,31,Area Harvested,1973,Ha,13000,
France,31,Area Harvested,1972,Ha,13310,
France,31,Area Harvested,1971,Ha,12499,
France,31,Area Harvested,1970,Ha,12000,F 
France,31,Area Harvested,1969,Ha,11698,
France,31,Area Harvested,1968,Ha,11259,
France,31,Area Harvested,1967,Ha,10050,
France,31,Area Harvested,1966,Ha,11777,
France,31,Area Harvested,1965,Ha,11472,
France,31,Area Harvested,1964,Ha,10615,
France,31,Area Harvested,1963,Ha,10724,
France,31,Area Harvested,1962,Ha,10549,
France,31,Area Harvested,1961,Ha,10329,
France,41,Yield,2007,Hg/Ha,89550,Fc
France,41,Yield,2006,Hg/Ha,127924,Fc
France,41,Yield,2005,Hg/Ha,126973,Fc
France,41,Yield,2004,Hg/Ha,108891,Fc
France,41,Yield,2003,Hg/Ha,80388,Fc
France,41,Yield,2002,Hg/Ha,114355,Fc
France,41,Yield,2001,Hg/Ha,65534,Fc
France,41,Yield,2000,Hg/Ha,87419,Fc
France,41,Yield,1999,Hg/Ha,113897,Fc
France,41,Yield,1998,Hg/Ha,50256,Fc
France,41,Yield,1997,Hg/Ha,98461,Fc
France,41,Yield,1996,Hg/Ha,109882,Fc
France,41,Yield,1995,Hg/Ha,64640,Fc
France,41,Yield,1994,Hg/Ha,104711,Fc
France,41,Yield,1993,Hg/Ha,54269,Fc
France,41,Yield,1992,Hg/Ha,118230,Fc
France,41,Yield,1991,Hg/Ha,75717,Fc
France,41,Yield,1990,Hg/Ha,80261,Fc
France,41,Yield,1989,Hg/Ha,90740,Fc
France,41,Yield,1988,Hg/Ha,72374,Fc
France,41,Yield,1987,Hg/Ha,72460,Fc
France,41,Yield,1986,Hg/Ha,88182,Fc
France,41,Yield,1985,Hg/Ha,80759,Fc
France,41,Yield,1984,Hg/Ha,66132,Fc
France,41,Yield,1983,Hg/Ha,84160,Fc
France,41,Yield,1982,Hg/Ha,58880,Fc
France,41,Yield,1981,Hg/Ha,65752,Fc
France,41,Yield,1980,Hg/Ha,60769,Fc
France,41,Yield,1979,Hg/Ha,39393,Fc
France,41,Yield,1978,Hg/Ha,56999,Fc
France,41,Yield,1977,Hg/Ha,50515,Fc
France,41,Yield,1976,Hg/Ha,99012,Fc
France,41,Yield,1975,Hg/Ha,41832,Fc
France,41,Yield,1974,Hg/Ha,41659,Fc
France,41,Yield,1973,Hg/Ha,116938,Fc
France,41,Yield,1972,Hg/Ha,68354,Fc
France,41,Yield,1971,Hg/Ha,73749,Fc
France,41,Yield,1970,Hg/Ha,80150,Fc
France,41,Yield,1969,Hg/Ha,47881,Fc
France,41,Yield,1968,Hg/Ha,115640,Fc
France,41,Yield,1967,Hg/Ha,93746,Fc
France,41,Yield,1966,Hg/Ha,36483,Fc
France,41,Yield,1965,Hg/Ha,95606,Fc
France,41,Yield,1964,Hg/Ha,32350,Fc
France,41,Yield,1963,Hg/Ha,150391,Fc
France,41,Yield,1962,Hg/Ha,50450,Fc
France,41,Yield,1961,Hg/Ha,90918,Fc
France,51,Production Quantity,2007,tonnes,127224,
France,51,Production Quantity,2006,tonnes,179568,
France,51,Production Quantity,2005,tonnes,176950,
France,51,Production Quantity,2004,tonnes,166136,
France,51,Production Quantity,2003,tonnes,123814,
France,51,Production Quantity,2002,tonnes,169418,
France,51,Production Quantity,2001,tonnes,103164,
France,51,Production Quantity,2000,tonnes,138944,
France,51,Production Quantity,1999,tonnes,180880,
France,51,Production Quantity,1998,tonnes,80295,
France,51,Production Quantity,1997,tonnes,158100,
France,51,Production Quantity,1996,tonnes,175856,
France,51,Production Quantity,1995,tonnes,100639,
France,51,Production Quantity,1994,tonnes,154900,
France,51,Production Quantity,1993,tonnes,78409,
France,51,Production Quantity,1992,tonnes,167426,
France,51,Production Quantity,1991,tonnes,106731,
France,51,Production Quantity,1990,tonnes,110432,
France,51,Production Quantity,1989,tonnes,122500,
France,51,Production Quantity,1988,tonnes,96200,
France,51,Production Quantity,1987,tonnes,96800,
France,51,Production Quantity,1986,tonnes,113500,
France,51,Production Quantity,1985,tonnes,102500,
France,51,Production Quantity,1984,tonnes,83300,
France,51,Production Quantity,1983,tonnes,105200,
France,51,Production Quantity,1982,tonnes,73600,
France,51,Production Quantity,1981,tonnes,82000,
France,51,Production Quantity,1980,tonnes,79000,
France,51,Production Quantity,1979,tonnes,52000,
France,51,Production Quantity,1978,tonnes,77000,
France,51,Production Quantity,1977,tonnes,66873,
France,51,Production Quantity,1976,tonnes,130202,
France,51,Production Quantity,1975,tonnes,55570,
France,51,Production Quantity,1974,tonnes,56240,
France,51,Production Quantity,1973,tonnes,152020,
France,51,Production Quantity,1972,tonnes,90980,
France,51,Production Quantity,1971,tonnes,92180,
France,51,Production Quantity,1970,tonnes,96180,
France,51,Production Quantity,1969,tonnes,56012,
France,51,Production Quantity,1968,tonnes,130200,
France,51,Production Quantity,1967,tonnes,94215,
France,51,Production Quantity,1966,tonnes,42967,
France,51,Production Quantity,1965,tonnes,109680,
France,51,Production Quantity,1964,tonnes,34340,
France,51,Production Quantity,1963,tonnes,161280,
France,51,Production Quantity,1962,tonnes,53220,
France,51,Production Quantity,1961,tonnes,93910,
Georgia,31,Area Harvested,2007,Ha,300,F 
Georgia,31,Area Harvested,2006,Ha,550,F 
Georgia,31,Area Harvested,2005,Ha,1500,F 
Georgia,31,Area Harvested,2004,Ha,500,F 
Georgia,31,Area Harvested,2003,Ha,1500,F 
Georgia,31,Area Harvested,2002,Ha,600,F 
Georgia,31,Area Harvested,2001,Ha,1300,F 
Georgia,31,Area Harvested,2000,Ha,1350,F 
Georgia,31,Area Harvested,1999,Ha,1200,
Georgia,31,Area Harvested,1998,Ha,1500,
Georgia,31,Area Harvested,1997,Ha,2000,
Georgia,31,Area Harvested,1996,Ha,5000,
Georgia,31,Area Harvested,1995,Ha,4500,
Georgia,31,Area Harvested,1994,Ha,3500,
Georgia,31,Area Harvested,1993,Ha,1500,
Georgia,31,Area Harvested,1992,Ha,3000,
Georgia,41,Yield,2007,Hg/Ha,10000,Fc
Georgia,41,Yield,2006,Hg/Ha,9272,Fc
Georgia,41,Yield,2005,Hg/Ha,9926,Fc
Georgia,41,Yield,2004,Hg/Ha,10000,Fc
Georgia,41,Yield,2003,Hg/Ha,12133,Fc
Georgia,41,Yield,2002,Hg/Ha,9933,Fc
Georgia,41,Yield,2001,Hg/Ha,10730,Fc
Georgia,41,Yield,2000,Hg/Ha,12918,Fc
Georgia,41,Yield,1999,Hg/Ha,19533,Fc
Georgia,41,Yield,1998,Hg/Ha,13040,Fc
Georgia,41,Yield,1997,Hg/Ha,15000,Fc
Georgia,41,Yield,1996,Hg/Ha,12000,Fc
Georgia,41,Yield,1995,Hg/Ha,13333,Fc
Georgia,41,Yield,1994,Hg/Ha,15714,Fc
Georgia,41,Yield,1993,Hg/Ha,26666,Fc
Georgia,41,Yield,1992,Hg/Ha,15000,Fc
Georgia,51,Production Quantity,2007,tonnes,300,
Georgia,51,Production Quantity,2006,tonnes,510,
Georgia,51,Production Quantity,2005,tonnes,1489,
Georgia,51,Production Quantity,2004,tonnes,500,
Georgia,51,Production Quantity,2003,tonnes,1820,
Georgia,51,Production Quantity,2002,tonnes,596,
Georgia,51,Production Quantity,2001,tonnes,1395,
Georgia,51,Production Quantity,2000,tonnes,1744,
Georgia,51,Production Quantity,1999,tonnes,2344,
Georgia,51,Production Quantity,1998,tonnes,1956,
Georgia,51,Production Quantity,1997,tonnes,3000,
Georgia,51,Production Quantity,1996,tonnes,6000,
Georgia,51,Production Quantity,1995,tonnes,6000,
Georgia,51,Production Quantity,1994,tonnes,5500,
Georgia,51,Production Quantity,1993,tonnes,4000,
Georgia,51,Production Quantity,1992,tonnes,4500,
Germany,31,Area Harvested,2007,Ha,55,F 
Germany,31,Area Harvested,2006,Ha,53,
Germany,31,Area Harvested,2005,Ha,53,
Germany,31,Area Harvested,2004,Ha,53,
Germany,31,Area Harvested,2003,Ha,53,
Germany,31,Area Harvested,2002,Ha,1500,F 
Germany,31,Area Harvested,2001,Ha,1500,F 
Germany,31,Area Harvested,2000,Ha,1500,F 
Germany,31,Area Harvested,1999,Ha,1100,F 
Germany,31,Area Harvested,1998,Ha,1670,F 
Germany,31,Area Harvested,1997,Ha,1690,F 
Germany,31,Area Harvested,1996,Ha,1900,F 
Germany,31,Area Harvested,1995,Ha,1650,F 
Germany,31,Area Harvested,1994,Ha,765,F 
Germany,31,Area Harvested,1993,Ha,530,F 
Germany,31,Area Harvested,1992,Ha,850,F 
Germany,31,Area Harvested,1991,Ha,655,F 
Germany,31,Area Harvested,1990,Ha,685,F 
Germany,31,Area Harvested,1989,Ha,725,F 
Germany,31,Area Harvested,1988,Ha,755,F 
Germany,31,Area Harvested,1987,Ha,800,F 
Germany,31,Area Harvested,1986,Ha,820,F 
Germany,31,Area Harvested,1985,Ha,850,F 
Germany,31,Area Harvested,1984,Ha,0,NR
Germany,31,Area Harvested,1983,Ha,0,NR
Germany,31,Area Harvested,1982,Ha,0,NR
Germany,31,Area Harvested,1981,Ha,0,NR
Germany,31,Area Harvested,1980,Ha,0,NR
Germany,31,Area Harvested,1979,Ha,0,NR
Germany,31,Area Harvested,1978,Ha,0,NR
Germany,31,Area Harvested,1977,Ha,0,NR
Germany,31,Area Harvested,1976,Ha,0,NR
Germany,31,Area Harvested,1975,Ha,0,NR
Germany,31,Area Harvested,1974,Ha,0,NR
Germany,31,Area Harvested,1973,Ha,0,NR
Germany,31,Area Harvested,1972,Ha,0,NR
Germany,31,Area Harvested,1971,Ha,0,NR
Germany,31,Area Harvested,1970,Ha,0,NR
Germany,31,Area Harvested,1969,Ha,0,NR
Germany,31,Area Harvested,1968,Ha,0,NR
Germany,31,Area Harvested,1967,Ha,0,NR
Germany,31,Area Harvested,1966,Ha,0,NR
Germany,31,Area Harvested,1965,Ha,0,NR
Germany,31,Area Harvested,1964,Ha,0,NR
Germany,31,Area Harvested,1963,Ha,0,NR
Germany,31,Area Harvested,1962,Ha,0,NR
Germany,31,Area Harvested,1961,Ha,0,NR
Germany,41,Yield,2007,Hg/Ha,56363,Fc
Germany,41,Yield,2006,Hg/Ha,56603,Fc
Germany,41,Yield,2005,Hg/Ha,40754,Fc
Germany,41,Yield,2004,Hg/Ha,92264,Fc
Germany,41,Yield,2003,Hg/Ha,34905,Fc
Germany,41,Yield,2002,Hg/Ha,55333,Fc
Germany,41,Yield,2001,Hg/Ha,33333,Fc
Germany,41,Yield,2000,Hg/Ha,37333,Fc
Germany,41,Yield,1999,Hg/Ha,50000,Fc
Germany,41,Yield,1998,Hg/Ha,32934,Fc
Germany,41,Yield,1997,Hg/Ha,21301,Fc
Germany,41,Yield,1996,Hg/Ha,12363,Fc
Germany,41,Yield,1995,Hg/Ha,13224,Fc
Germany,41,Yield,1994,Hg/Ha,26993,Fc
Germany,41,Yield,1993,Hg/Ha,30471,Fc
Germany,41,Yield,1992,Hg/Ha,26352,Fc
Germany,41,Yield,1991,Hg/Ha,29007,Fc
Germany,41,Yield,1990,Hg/Ha,25781,Fc
Germany,41,Yield,1989,Hg/Ha,23448,Fc
Germany,41,Yield,1988,Hg/Ha,21072,Fc
Germany,41,Yield,1987,Hg/Ha,22612,Fc
Germany,41,Yield,1986,Hg/Ha,24951,Fc
Germany,41,Yield,1985,Hg/Ha,20623,Fc
Germany,41,Yield,1984,Hg/Ha,0,NR
Germany,41,Yield,1983,Hg/Ha,0,NR
Germany,41,Yield,1982,Hg/Ha,0,NR
Germany,41,Yield,1981,Hg/Ha,0,NR
Germany,41,Yield,1980,Hg/Ha,0,NR
Germany,41,Yield,1979,Hg/Ha,0,NR
Germany,41,Yield,1978,Hg/Ha,0,NR
Germany,41,Yield,1977,Hg/Ha,0,NR
Germany,41,Yield,1976,Hg/Ha,0,NR
Germany,41,Yield,1975,Hg/Ha,0,NR
Germany,41,Yield,1974,Hg/Ha,0,NR
Germany,41,Yield,1973,Hg/Ha,0,NR
Germany,41,Yield,1972,Hg/Ha,0,NR
Germany,41,Yield,1971,Hg/Ha,0,NR
Germany,41,Yield,1970,Hg/Ha,0,NR
Germany,41,Yield,1969,Hg/Ha,0,NR
Germany,41,Yield,1968,Hg/Ha,0,NR
Germany,41,Yield,1967,Hg/Ha,0,NR
Germany,41,Yield,1966,Hg/Ha,0,NR
Germany,41,Yield,1965,Hg/Ha,0,NR
Germany,41,Yield,1964,Hg/Ha,0,NR
Germany,41,Yield,1963,Hg/Ha,0,NR
